codigo_da_mantenedora,name,cnpj,nome_da_mantenedora,natureza_juridica_da_mantenedora,codigo_da_ies,sigla_da_ies,categoria_administrativa_da_ies,organizacao_academica_da_ies,sistema_de_ensino_da_ies,ies_comunitaria_sn,ies_confessional_sn,ies_filantropica_sn,logradouro,cep,codigo_do_municipio_ibge,municipio,uf,telefone,fax,e_mail,site,representante_legal,conceito_institucional_ci,ano_do_ci,indice_geral_de_cursos_igc,ano_do_igc,ato_de_credenciamento,data_do_ato_de_credenciamento,ato_de_recredenciamento,data_do_ato_de_recredenciamento
210,UNIVERSIDADE DE SANTA CRUZ DO SUL,95.438.412/0001-14,ASSOCIACAO PRO ENSINO EM SANTA CRUZ DO SUL,Privada sem fins lucrativos,295,UNISC,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,S,N,,"AVENIDA INDEPENDÊNCIA, 2293, UNIVERSITÁRIO",96815900,4316808,SANTA CRUZ DO SUL,RS,(51)  3717 7300,,mec@unisc.br,www.unisc.br,CARMEN LUCIA DE LIMA HELFER,5,2010,4,2018,880,25/6/1993,913 de 12/07/2011,13/7/2011
15715,UNIVERSIDADE DE SÃO PAULO,63.025.530/0001-04,UNIVERSIDADE DE SAO PAULO,Pessoa Jurídica de Direito Público - Estadual,55,USP,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA DA REITORIA, 374, BUTANTÃ",5508220,3550308,SÃO PAULO,SP,(11) 3091 3500,(,gr@usp.br,www.usp.br,VAHAN AGOPYAN,,,,,6.283,25/1/1934,,
109,UNIVERSIDADE DE SOROCABA,71.487.094/0001-13,FUNDACAO DOM AGUIRRE,Privada sem fins lucrativos,150,UNISO,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,S,N,,"RODOVIA RAPOSO TAVARES, S/N, CIDADE UNIVERSITÁRIA, JARDIM NOVO ELDORADO",18023000,3552205,SOROCABA,SP,(15) 2101-7000,(15) 2101-7112,uniso@uniso.br,www.uniso.br,JULIO ENDI AKAMINE,5,2019,3,2018,1.364*,15/9/1994,232 de 07/02/2020.,10/2/2020
437,UNIVERSIDADE DE TAUBATÉ,45.176.153/0001-22,UNIVERSIDADE DE TAUBATE,Pessoa Jurídica de Direito Público - Municipal,665,UNITAU,PÚBLICA MUNICIPAL,UNIVERSIDADE,E,N,N,,"RUA QUATRO DE MARÇO, 432, CENTRO",12020270,3554102,TAUBATÉ,SP,(12) 36332999,(12) 3624-4193,reitoria@unitau.br; elsa.unitau@gmail.com,www.unitau.br,NARA LUCIA PERONDI FORTES,,,3,2018,1498,6/12/1974,190,4/5/2019
103,UNIVERSIDADE DE UBERABA,25.452.301/0001-87,SOCIEDADE EDUCACIONAL UBERABENSE,Privada sem fins lucrativos,143,UNIUBE,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,N,N,,"AV. NENE SABINO, 1801, SANTA MARTA., 1.801, CAMPUS UNIVERSITÁRIO II, UNIVERSITÁRIO",38055550,3170107,UBERABA,MG,(34) 3319 8800,( 34) 3314 8910,uniube@uniube.br,http://www.uniube.br,MARCELO PALMÉRIO,3,2009,3,2018,24132,4/12/1947,544*,26/10/1988
100,UNIVERSIDADE DE VASSOURAS,32.410.037/0001-84,FUNDACAO EDUCACIONAL SEVERINO SOMBRA,Privada sem fins lucrativos,140,,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,N,N,,"AVENIDA EXPEDICIONÁRIO OSWALDO DE ALMEIDA RAMOS, 280, BLOCO 7, CENTRO",27700000,3306206,VASSOURAS,RJ,(24) 2471 8378,(24) 2471 1195,reitoria@universidadedevassouras.edu.br,http://www.universidadedevassouras.edu.br,MARCO ANTONIO VAZ CAPUTE,4,2011,3,2018,63.800,19/12/1968,s/n*,4/7/1997
308,UNIVERSIDADE DO CONTESTADO,83.395.921/0001-28,FUNDACAO UNIVERSIDADE DO CONTESTADO - FUNC,Privada sem fins lucrativos,441,UNC,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,N,N,,"AV. PRESIDENTE NEREU RAMOS, 1071, JARDIM DO MOINHO",89300000,4210100,MAFRA,SC,4736415500,4736415555,eduardo@unc.br,www.unc.br,ISMAEL CARVALHO,,,3,2018,589,6/11/1991,Decreto Estadual n? 600,17/2/2016
36,UNIVERSIDADE DO ESTADO DA BAHIA,14.485.841/0001-40,UNIVERSIDADE DO ESTADO DA BAHIA,Pessoa Jurídica de Direito Público - Estadual,40,UNEB,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA SILVEIRA MARTINS, 2555, CABULA",41150000,2927408,SALVADOR,BA,(71) 3117-2354 (71) 3117-2734,(71) 3117-2387,jbcarvalho@uneb.br,www.uneb.br,JOSE BITES DE CARVALHO,,,3,2018,66,1/6/1983,909,1/8/1995
482,UNIVERSIDADE DO ESTADO DE MATO GROSSO CARLOS ALBERTO REYES MALDONADO - UNEMAT,01.367.770/0001-30,FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO,Pessoa Jurídica de Direito Público - Estadual,719,UNEMAT,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AVENIDA TANCREDO NEVES, 1095, CAVALHADA",78200000,5102504,CÁCERES,MT,(65) 3221 0000,(65) 3222-3908,reitoriaunemat@unemat.br; regulacao@unemat.br,www.unemat.br,RODRIGO BRUNO ZANIN,,,3,2018,190,20/7/1978,37,22/3/2018
112,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,65.172.579/0001-15,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pessoa Jurídica de Direito Público - Estadual,1036,UEMG,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RODOVIA PREFEITO AMÉRICO RENÊ GIANETTI, 3701, CIDADE ADMINISTRATIVA PRESIDENTE TANCREDO NEVES - EDIFÍCIO MINAS, 8º ANDAR, SERRA VERDE",31630900,3106200,BELO HORIZONTE,MG,(31) 3916-0471,(31) 3916-0471,gabinete@uemg.br,www.uemg.br,LAVINIA ROSA RODRIGUES,,,3,2018,11539,22/7/1994,059,30/8/2018
3666,UNIVERSIDADE DO ESTADO DO AMAPÁ,00.394.577/0001-25,GOVERNO DO ESTADO DO AMAPA,Pessoa Jurídica de Direito Público - Estadual,5701,UEAP,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AVENIDA PRESIDENTE GETÚLIO VARGAS, 650, - ATÉ 2299/2300, CENTRAL",68900070,1600303,MACAPÁ,AP,(96) 2101-0515,(96) 2101-0524,ueap@ueap.edu.br,www.ueap.edu.br,KATIA PAULINO DOS SANTOS,,,3,2018,996,31/5/2006,22/07,13/3/2008
2015,UNIVERSIDADE DO ESTADO DO AMAZONAS,04.280.196/0001-76,UNIVERSIDADE DO ESTADO DO AMAZONAS,Pessoa Jurídica de Direito Público - Estadual,3172,UEA,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AVENIDA DJALMA BATISTA, 2490, FLORES",69005010,1302603,MANAUS,AM,92-3214-5774 / 92-3214-5775,92-3214-5774 / 92-3214-5775,gabinetechefia@uea.edu.br,www.uea.edu.br,CLEINALDO DE ALMEIDA COSTA,,,3,2018,21.666,1/2/2001,159,3/12/2002
34,UNIVERSIDADE DO ESTADO DO PARÁ,34.860.833/0001-44,UNIVERSIDADE DO ESTADO DO PARA UEP,Pessoa Jurídica de Direito Público - Estadual,38,UEPA,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"TRAVESSA DJALMA DUTRA, S/N, TELÉGRAFO SEM FIO",66113010,1501402,BELÉM,PA,(91)3244-8957 / (91) 3299-2200 R:2207,(91) 3244-8957,reitora@uepa.br; ddensino@gmail.com,www.uepa.br,RUBENS CARDOSO DA SILVA,,,0,2014,5.747,18/5/1993,,
379,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,33.540.014/0001-57,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,Pessoa Jurídica de Direito Público - Estadual,547,UERJ,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA SÃO FRANCISCO XAVIER, 524, CAMPUS UERJ, MARACANÃ",20559900,3304557,RIO DE JANEIRO,RJ,(21) 2334-0652,(21) 2334-0527,reitoria@uerj.br;chefiagabinetesr1@gmail.com,www.uerj.br,RUY GARCIA MARQUES,,,4,2018,547,4/12/1950,,
55,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,08.258.295/0001-02,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - UERN,Pessoa Jurídica de Direito Público - Estadual,71,UERN,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA ALMINO AFONSO, 478, SEDE DA REITORIA, CENTRO",59610210,2408003,MOSSORÓ,RN,(84) 3315 2139 / (84)3315-2148,(84) 3315 2108,reitoria@uern.br;secretaria@uern.br,www.uern.br,PEDRO FERNANDES RIBEIRO NETO,,,3,2018,20,28/9/1968,874,17/6/1993
332,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,83.661.074/0001-04,FUNDACAO EDUCACIONAL DE CRICIUMA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,482,UNESC,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,S,N,,"AVENIDA UNIVERSITÁRIA, 1105, BLOCO ADMINISTRATIVO, UNIVERSITÁRIO",88806000,4204608,CRICIÚMA,SC,(48) 3431 2720,(48) 3431 2750,reccursos@unesc.net,http//www.unesc.net,LUCIANE BISOGNIN CERETTA,4,2015,3,2018,66.229,20/2/1970,723 de 20/07/2016,21/7/2016
326,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,29.403.763/0001-65,COMPANHIA NILZA CORDEIRO HERDY DE EDUCACAO E CULTURA,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,472,UNIGRANRIO,PRIVADA COM FINS LUCRATIVOS,UNIVERSIDADE,F,N,N,,"RUA PROFESSOR JOSÉ DE SOUZA HERDY, 1160, POLO NA SEDE, JARDIM VINTE E CINCO DE AGOSTO",25071202,3301702,DUQUE DE CAXIAS,RJ,(21) 2672 7805,(21) 26714248,daa@unigranrio.com.br,www.unigranrio.br,ANADIR CORDEIRO HERDY,4,2018,4,2018,70.621,26/5/1972,1329 de 12/07/2019.,16/7/2019
66,UNIVERSIDADE DO OESTE DE SANTA CATARINA,84.592.369/0001-20,FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,82,UNOESC,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,S,N,,"RUA GETÚLIO VARGAS, 2125, FLOR DA SERRA",89600000,4209003,JOAÇABA,SC,(49) 3551 2098,(49) 3551 2004,reitor@unoesc.edu.br;reitoria@unoesc.edu.br,http://www.unoesc.edu.br/,ARISTIDES CIMADON,4,2018,3,2018,545,22/11/1968,1384 de 19/12/2018.,20/12/2018
194,UNIVERSIDADE DO OESTE PAULISTA,44.860.740/0001-73,ASSOCIACAO PRUDENTINA DE EDUCACAO E CULTURA APEC,Privada sem fins lucrativos,271,UNOESTE,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,N,N,,"RUA JOSÉ BONGIOVANI, 700, CAMPUS UNIVERSITÁRIO, CIDADE UNIVERSITÁRIA",19050900,3541406,PRESIDENTE PRUDENTE,SP,(018) 3229 1000,,reitoria@unoeste.br;proacad@unoeste.br;rsantana@unoeste,www.unoeste.br,AUGUSTO CESAR DE OLIVEIRA LIMA,3,2009,4,2018,71.190*,4/10/1972,413 de 24/03/2017,27/3/2017
334,UNIVERSIDADE DO PLANALTO CATARINENSE,84.953.579/0001-05,FUNDACAO DAS ESCOLAS UNIDAS DO PLANALTO CATARINENSE,Privada sem fins lucrativos,1189,UNIPLAC,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,N,N,,"AVENIDA CASTELO BRANCO, 170, UNIVERSITÁRIO",88509900,4209300,LAGES,SC,(49) 3251 1001,(49) 3251 1001,pesqinst@uniplaclages.edu.br,www.uniplaclages.edu.br,KAIO HENRIQUE COELHO DO AMARANTE,4,2017,3,2018,1,3/4/1973,092,1/4/1998
340,UNIVERSIDADE DO SUL DE SANTA CATARINA,86.445.293/0001-36,FUNDACAO UNIVERSIDADE DO SUL DE SANTA CATARINA-UNISUL,Privada sem fins lucrativos,494,UNISUL,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,S,N,,"AV. JOSÉ ACÁCIO MOREIRA, 787, DEHON., 787, CAMPUS UNIVERSITÁRIO - UNISUL, DEHON",88704900,4218707,TUBARÃO,SC,(048)36213026,,gabinete@unisul.br,www.unisul.br,SEBASTIAO SALESIO HERDT,5,2017,3,2018,443,18/10/1967,197 de 07/03/2018,8/3/2018
67,UNIVERSIDADE DO VALE DO ITAJAÍ,84.307.974/0001-02,FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,83,UNIVALI,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,S,N,,"RUA URUGUAI, 458, UNIVALI - UNIVERSIDADE DO VALE DO ITAJAÍ, CENTRO",88302901,4208203,ITAJAÍ,SC,47-3341 7575,47-3341 7577,reitoria@univali.br,www.univali.br,VALDIR CECHINEL FILHO,4,2017,4,2018,72/65,4/5/1965,764 de 09/08/2018.,10/8/2018
197,UNIVERSIDADE DO VALE DO PARAÍBA,60.191.244/0001-20,FUNDACAO VALEPARAIBANA DE ENSINO,Privada sem fins lucrativos,275,UNIVAP,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,S,N,,"AV. SHISHIMA HIFUMI, Nº 2911, BAIRRO URBANOVA, 2911, URBANOVA",12244000,3549904,SÃO JOSÉ DOS CAMPOS,SP,(12) 3947 1056,(12) 3949 1334,reitoria@univap.br,www.univap.br,EDUARDO JORGE DE BRITO BASTOS,5,2012,3,2018,510,6/4/1992,504 de 11/04/2017,12/4/2017
14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,92.959.006/0001-09,ASSOCIACAO ANTONIO VIEIRA,Privada sem fins lucrativos,14,UNISINOS,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,S,S,,"AVENIDA UNISINOS, 950, CRISTO REI",93022750,4318705,SÃO LEOPOLDO,RS,(51)3591-1122,(51)3590-8362,felipeb@unisinos.br; sgehlen@unisinos.br,www.unisinos.br,JOÃO GERALDO KOLLING,4,2009,4,2018,722 *,1/8/1969,1426 de 07/10/2011,10/10/2011
127,UNIVERSIDADE DO VALE DO SAPUCAÍ,23.951.916/0001-22,FUNDACAO DE ENSINO SUPERIOR DO VALE DO SAPUCAI,Privada sem fins lucrativos,1586,UNIVÁS,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,N,N,,"AVENIDA CORONEL ALFREDO CUSTÓDIO PAULA, 320, ALFREDO CUSTÓDIO DE PAULA",37553068,3152501,POUSO ALEGRE,MG,(35) 3449-9211,(35) 3449-9211,reitoria@univas.edu.br,www.univas.edu.br,PYTHÁGORAS DE ALENCAR OLIVOTTI,4,2019,3,2018,40627,9/10/1999,1139 de 12/09/2012,13/9/2012
133,UNIVERSIDADE DO VALE DO TAQUARI,04.008.342/0001-09,FUNDACAO VALE DO TAQUARI DE EDUCACAO E DESENVOLVIMENTO SOCIAL - FUVATES,Privada sem fins lucrativos,1041,UNIVATES,PRIVADA SEM FINS LUCRATIVOS,UNIVERSIDADE,F,S,N,,"RUA AVELINO TALINI, 171, UNIVERSITÁRIO",95914014,4311403,LAJEADO,RS,(51) 3714 7000 R5860,(51) 3714 7001,campus@univates.br;pesquisadorinstitucional@univates.br,www.univates.br,CARLOS CÂNDIDO DA SILVA CYRNE,4,2016,4,2018,s/n,2/7/1999,897 de 25/07/2017,26/7/2017
119,UNIVERSIDADE ESTÁCIO DE SÁ,34.075.739/0001-84,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,Privada com fins lucrativos,163,UNESA,PRIVADA COM FINS LUCRATIVOS,UNIVERSIDADE,F,N,N,,"AV. DAS AMÉRICAS, 4.200, BARRA I -TOM JOBIM, BARRA DA TIJUCA",22640102,3304557,RIO DE JANEIRO,RJ,(21) 2503 7072,(21) 2503 7072,vr.graduacao@estacio.br;cgunesa@gmail.com; regulacao.avaliacao@estacio.br,www.estacio.br,EDUARDO PARENTE MENEZES,4,2017,3,2018,592 *,30/11/1988,1095 de 31/08/2012,4/9/2012
382,UNIVERSIDADE ESTADUAL DA PARAÍBA,12.671.814/0001-37,UNIVERSIDADE ESTADUAL DA PARAIBA,Pessoa Jurídica de Direito Público - Estadual,550,UEPB,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AVENIDA DAS BARAÚNAS, 351, BODOCONGÓ",58109763,2504009,CAMPINA GRANDE,PB,(83) 33153303,(83) 33153421,reitoria@uepb.edu.br,www.uepb.edu.br,ANTONIO GUEDES RANGEL JUNIOR,,,4,2018,2366,15/3/1966,S/N,6/11/1996
17134,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO,26.677.304/0001-81,UNIVERSIDADE ESTADUAL DA REGIAO TOCANTINA DO MARANHAO,Pessoa Jurídica de Direito Público - Estadual,23410,UEMASUL,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA GODOFREDO VIANA, 1300, CENTRO",65901480,2105302,IMPERATRIZ,MA,99-35284225,,,,ELIZABETH NUNES FERNANDES,,,3,2018,Lei Estadual 10525/2016,4/11/2016,,
335,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,02.436.870/0001-33,UNIVERSIDADE ESTADUAL DE ALAGOAS,Pessoa Jurídica de Direito Público - Estadual,5242,UNEAL,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA GOVERNADOR LUIZ CAVALCANTE, S/N, CAMPUS GOVERNADOR RONALDO LESSA, ALTO CRUZEIRO",57312000,2700300,ARAPIRACA,AL,(82)3521-3019,(82)3530-3382,gabinete@uneal.edu.br,www.uneal.edu.br,ODILON MAXIMO DE MORAIS,,,3,2018,6.785,22/12/2006,,
12575,UNIVERSIDADE ESTADUAL DE CAMPINAS,46.068.425/0001-33,UNIVERSIDADE ESTADUAL DE CAMPINAS,Pessoa Jurídica de Direito Público - Estadual,54,UNICAMP,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"CIDADE UNIVERSITÁRIA, S/N, BARÃO GERALDO",13083970,3509502,CAMPINAS,SP,(19) 3521 4722,(19) 3521 4789,reitor@reitoria.unicamp.br,www.unicamp.br,MARCELO KNOBEL,,,5,2018,7655,28/12/1962,78.531,5/10/1976
32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,12.517.793/0001-08,UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS - UNCISAL,Pessoa Jurídica de Direito Público - Estadual,32,UNCISAL,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA JORGE DE LIMA, 113, TRAPICHE DA BARRA",57010300,2704302,MACEIÓ,AL,(82) 33156705 / (82) 33156702,(82) 33156704,reitoria@uncisal.edu.br,www.uncisal.edu.br,HENRIQUE DE OLIVEIRA COSTA,,,3,2018,66.320,15/3/1970,649/2018,5/2/2019
438,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,14.045.546/0001-73,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,Pessoa Jurídica de Direito Público - Estadual,666,UEFS,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AV TRANSNORDESTINA, S/N, CAMPUS UNIVERSITÁRFIO, NOVO HORIZONTE",44036900,2910800,FEIRA DE SANTANA,BA,75 3161 8193,75 3161 8002,procuradoriaeducacional@uefs.br,www.uefs.br,ANA CLAUDIA FIORIN PIANESSO,,,4,2018,2784,24/1/1970,9.271,15/12/2004
42,UNIVERSIDADE ESTADUAL DE GOIÁS,01.112.580/0001-71,UNIVERSIDADE ESTADUAL DE GOIAS,Pessoa Jurídica de Direito Público - Estadual,47,UEG,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RODOVIA BR-153, KM 98, S/N, ÁREA RURAL",75132400,5201108,ANÁPOLIS,GO,62 3328 1178,62 3328 1420,joana@ueg.br,www.ueg.br,,,,3,2018,13.456,20/4/1999,6.568,9/11/2006
37,UNIVERSIDADE ESTADUAL DE LONDRINA,77.046.951/0001-26,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,Pessoa Jurídica de Direito Público - Estadual,9,UEL,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RODOVIA CELSO GARCIA CID PR 445 KM 380, UEL - CAMPUS UNIVERSITÁRIO, CAMPUS UNIVERSITÁRIO",86057970,4113700,LONDRINA,PR,(43) 3371-4311,(43) 3328-3343,proplandaai@uel.br;reitoria@uel.br;elisaemi@uel.br,www.uel.br,MÁRIO CÂNDIDO DE ATHAYDE JÚNIOR,,,4,2018,18110,28/1/1970,9663,16/7/1991
37,UNIVERSIDADE ESTADUAL DE MARINGÁ,77.046.951/0001-26,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,Pessoa Jurídica de Direito Público - Estadual,57,UEM,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AVENIDA COLOMBO, 5790, CAMPUS UNIVERSITÁRIO, ZONA 7",87020900,4115200,MARINGÁ,PR,(44)3011-4240;44-3011-4280; 44-3011-5142,(44) 3011-4211,sec-pen@uem.br;sec-asp@uem.br;sec-gre@uem.br;mmasamed@uem.br,www.uem.br,MÁRIO CÂNDIDO DE ATHAYDE JÚNIOR,,,4,2018,6034,10/11/1969,77583,12/5/1976
729,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,02.585.924/0001-22,SECRETARIA DE ESTADO DE EDUCACAO DE MATO GROSSO DO SUL,Pessoa Jurídica de Direito Público - Estadual,1028,UEMS,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"CIDADE UNIVERSITÁRIA DE DOURADOS, S/N, RODOVIA DOURADOS ITAHUM, CIDADE UNIVERSITÁRIA",79804970,5003702,DOURADOS,MS,(67) 3902-2360,(67) 3902-2364,cilene@uems.br;reitoria@uems.br,www.uems.br,LAÉRCIO ALVES DE CARVALHO,,,3,2018,7585,22/12/1993,11852,4/12/2019
256,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,22.675.359/0001-00,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,Pessoa Jurídica de Direito Público - Estadual,367,UNIMONTES,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"CAMPUS UNIVERSITÁRIO PROF. DARCY RIBEIRO - AVENIDA RUI BRAGA, S/N, CAIXA POSTAL 126, VILA MAURICÉIA",39401089,3143302,MONTES CLAROS,MG,(38) 3229 8101,(38) 3229 8103,gabinete.reitor@unimontes.br,http://www.unimontes.br,ANTONIO ALVIMAR SOUZA,,,3,2018,2.615*,24/5/1962,s/n,18/10/2005
37,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,77.046.951/0001-26,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,Pessoa Jurídica de Direito Público - Estadual,730,UEPG,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AV. CARLOS CAVALCANTI, 4748, CAMPUS UNIVERSITÁRIO EM UVARANAS, UVARANAS",84030900,4119905,PONTA GROSSA,PR,(42)32203000 / (42)32203300,(42)32203233,gabinetedareitoria@uepg.br,www.uepg.br,MÁRIO CÂNDIDO DE ATHAYDE JÚNIOR,,,4,2018,03,18/3/1966,9663,16/7/1991
15705,UNIVERSIDADE ESTADUAL DE RORAIMA,08.240.695/0001-90,UNIVERSIDADE ESTADUAL DE RORAIMA,Pessoa Jurídica de Direito Público - Estadual,5077,UERR,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AVENIDA SETE DE SETEMBRO, 231, CANARINHO",69306530,1400100,BOA VISTA,RR,95-2121-0934,95-2121- 0925,registro@uerr.edu.br,www.uerr.edu.br,REGYS ODLARES LIMA DE FREITAS,,,3,2018,,,91,11/11/2005
24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,40.738.999/0001-95,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,Pessoa Jurídica de Direito Público - Estadual,24,UESC,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"KM 16 DA RODOVIA ILHÉUS ITABUNA, S/N, SALOBRINHO",45662900,2913606,ILHÉUS,BA,73 3680 5311,73 3689 1126,reitoria@uesc.br,www.uesc.br,EVANDRO SENA FREIRE,,,4,2018,6.344,5/12/1991,7.633,16/7/1999
29,UNIVERSIDADE ESTADUAL DO CEARÁ,07.885.809/0001-97,FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE,Pessoa Jurídica de Direito Público - Estadual,29,UECE,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AV. DR. SILAS MUNGUBA, 1700, CAMPUS UNIVERSITÁRIO, SERRINHA",60740000,2304400,FORTALEZA,CE,(85) 3101 9610,,reitor@uece.br;ueceprograd@gmail.com,www.uece.br,JOSE JACKSON COELHO SAMPAIO,,,4,2018,11233,13/3/1975,79.172,26/1/1977
37,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,77.046.951/0001-26,SECRET DE EST CIENCIA TECNOLOGIA E ENSINO SUPERIOR SETI,Pessoa Jurídica de Direito Público - Estadual,1126,UNICENTRO,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"RUA SALVATORE RENNA, 875, SANTA CRUZ",85015430,4109401,GUARAPUAVA,PR,(42) 3621-1000,(42) 3621-1090,webmail@unicentro.br,www.unicentro.br,MÁRIO CÂNDIDO DE ATHAYDE JÚNIOR,,,4,2018,5804,15/7/1968,3.444/97,8/8/1997
390,UNIVERSIDADE ESTADUAL DO MARANHÃO,06.352.421/0001-68,UNIVERSIDADE ESTADUAL DO MARANHAO,Pessoa Jurídica de Direito Público - Estadual,568,UEMA,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"CIDADE UNIVERSITÁRIA, PAULO VI, UEMA, TIRIRICAL., S/N, SÃO LUIS, TIRIRICAL",65055970,2111300,SÃO LUÍS,MA,(98)3245 5461,,reitoria@uema.br,www.uema.br,GUSTAVO PEREIRA DA COSTA,,,3,2018,3260,22/8/1972,,
14587,UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ,08.885.100/0001-54,UNIVERSIDADE ESTADUAL DO NORTE DO PARANA,Pessoa Jurídica de Direito Público - Estadual,15015,UENP,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AVENIDA GETÚLIO VARGAS, 850, CENTRO",86400000,4111803,JACAREZINHO,PR,(43)3511-3200,(43)3511-3200,gabinete@uenp.edu.br,http://www.uenp.edu.br,,,,4,2018,,,,
15622,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,04.809.688/0001-06,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO - UENF,Pessoa Jurídica de Direito Público - Estadual,1027,UENF,PÚBLICA ESTADUAL,UNIVERSIDADE,E,N,N,,"AVENIDA ALBERTO LAMEGO, 2000, PARQUE CALIFÓRNIA",28013602,3301009,CAMPOS DOS GOYTACAZES,RJ,22-2739-7010,22-2739-7173,prograd@uenf.br,www.uenf.br,RAUL ERNESTO LÓPEZ PALÁCIO,,,4,2018,223/93,24/6/1993,334/98,31/12/1998
